# Array shape: (6, 6, 6)
7.200000000000000844e-02 4.399999999999999745e-02 2.000000000000001776e-03 2.199999999999999872e-02 2.199999999999999872e-02 2.199999999999999872e-02
1.719999999999999585e-01 1.460000000000000464e-01 1.059999999999999831e-01 1.179999999999999938e-01 8.499999999999996447e-02 2.199999999999999872e-02
1.719999999999999585e-01 1.169999999999999929e-01 1.199999999999999956e-01 9.399999999999997247e-02 1.179999999999999938e-01 8.499999999999996447e-02
1.570000000000000007e-01 1.570000000000000007e-01 1.570000000000000007e-01 1.649999999999999800e-01 1.829999999999999960e-01 1.439999999999999891e-01
1.779999999999999916e-01 1.779999999999999916e-01 1.779999999999999916e-01 1.779999999999999916e-01 1.209999999999999964e-01 1.779999999999999916e-01
1.779999999999999916e-01 1.779999999999999916e-01 1.779999999999999916e-01 1.779999999999999916e-01 2.490000000000000546e-01 1.999999999999999833e-01
# New slice
3.369999999999999662e-01 3.049999999999999378e-01 2.409999999999999365e-01 1.749999999999999611e-01 1.539999999999999702e-01 1.539999999999999702e-01
5.099999999999999672e-02 1.420000000000000151e-01 9.199999999999999845e-02 1.020000000000000212e-01 4.099999999999998784e-02 2.599999999999999187e-02
2.100000000000004641e-02 1.600000000000001421e-02 9.000000000000021871e-03 2.700000000000005174e-02 -6.299999999999997269e-02 -6.299999999999997269e-02
1.839999999999999969e-01 1.290000000000000036e-01 9.599999999999997424e-02 1.049999999999999961e-01 1.330000000000000071e-01 9.399999999999997247e-02
1.219999999999999973e-01 1.299999999999999489e-01 1.029999999999999666e-01 1.119999999999999746e-01 9.299999999999998546e-02 8.099999999999997480e-02
1.139999999999999764e-01 8.599999999999999312e-02 1.199999999999999817e-01 8.099999999999998868e-02 5.500000000000000028e-02 4.399999999999999745e-02
# New slice
1.229999999999999982e-01 4.100000000000000866e-02 2.600000000000000228e-02 4.000000000000000777e-02 2.400000000000000050e-02 2.400000000000000050e-02
3.199999999999998679e-02 3.199999999999998679e-02 1.699999999999999775e-02 1.699999999999999775e-02 1.699999999999999775e-02 2.600000000000001268e-02
1.600000000000002115e-02 1.600000000000002115e-02 2.000000000000001776e-03 2.000000000000001776e-03 -8.999999999999983707e-03 -8.999999999999983707e-03
-8.600000000000006251e-02 -9.900000000000004630e-02 -9.900000000000004630e-02 -9.900000000000004630e-02 -9.900000000000004630e-02 -9.900000000000004630e-02
-1.250000000000000000e-01 -1.250000000000000000e-01 -1.250000000000000000e-01 -1.250000000000000000e-01 -1.250000000000000000e-01 -1.280000000000000027e-01
-4.029999999999999694e-01 -4.029999999999999694e-01 -4.029999999999999694e-01 -4.029999999999999694e-01 -4.029999999999999694e-01 -4.029999999999999694e-01
# New slice
-2.699999999999995459e-02 -5.899999999999999689e-02 -5.899999999999999689e-02 -9.499999999999998723e-02 -9.499999999999998723e-02 -9.499999999999998723e-02
-1.300000000000001849e-02 -2.900000000000000841e-02 -2.900000000000000841e-02 -2.900000000000000841e-02 -2.900000000000000841e-02 -3.200000000000001454e-02
-7.299999999999998157e-02 -7.299999999999998157e-02 -7.299999999999998157e-02 -7.299999999999998157e-02 -7.299999999999998157e-02 -7.299999999999998157e-02
-3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01 -3.599999999999999312e-01
-4.569999999999999618e-01 -4.569999999999999618e-01 -4.569999999999999618e-01 -4.569999999999999618e-01 -4.569999999999999618e-01 -4.569999999999999618e-01
-7.949999999999998179e-01 -7.949999999999998179e-01 -7.949999999999998179e-01 -7.949999999999998179e-01 -7.949999999999998179e-01 -7.949999999999998179e-01
# New slice
-6.400000000000002909e-02 -8.700000000000000788e-02 -1.019999999999999934e-01 -1.310000000000000053e-01 -1.310000000000000053e-01 -1.310000000000000053e-01
-3.799999999999996436e-02 -3.799999999999996436e-02 -3.799999999999996436e-02 -3.799999999999996436e-02 -4.099999999999996703e-02 -4.099999999999996703e-02
-3.220000000000000639e-01 -3.220000000000000639e-01 -3.220000000000000639e-01 -3.220000000000000639e-01 -3.220000000000000639e-01 -3.220000000000000639e-01
-3.930000000000001270e-01 -3.930000000000001270e-01 -3.930000000000001270e-01 -3.930000000000001270e-01 -3.930000000000001270e-01 -3.930000000000001270e-01
-5.980000000000000870e-01 -5.980000000000000870e-01 -5.980000000000000870e-01 -5.980000000000000870e-01 -5.980000000000000870e-01 -5.980000000000000870e-01
-5.579999999999999405e-01 -5.579999999999999405e-01 -5.579999999999999405e-01 -5.579999999999999405e-01 -5.579999999999999405e-01 -5.579999999999999405e-01
# New slice
1.970000000000000084e-01 1.970000000000000084e-01 1.970000000000000084e-01 1.409999999999999865e-01 1.409999999999999865e-01 1.409999999999999865e-01
-1.199999999999998290e-02 -1.199999999999998290e-02 -1.199999999999998290e-02 -1.199999999999998290e-02 -1.199999999999998290e-02 -1.499999999999998557e-02
-3.920000000000000151e-01 -3.920000000000000151e-01 -3.920000000000000151e-01 -3.920000000000000151e-01 -3.920000000000000151e-01 -3.920000000000000151e-01
-7.469999999999999973e-01 -7.469999999999999973e-01 -7.469999999999999973e-01 -7.469999999999999973e-01 -7.469999999999999973e-01 -7.469999999999999973e-01
-6.899999999999997247e-01 -6.899999999999997247e-01 -6.899999999999997247e-01 -6.899999999999997247e-01 -6.899999999999997247e-01 -6.899999999999997247e-01
7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02 7.000000000000003442e-02
# New slice
